frame,reporte_medico
frame_5497,This is a colonoscopy frame from a patient with no polyps.
frame_5498,This is a colonoscopy frame from a patient with no polyps.
frame_5499,This is a colonoscopy frame from a patient with no polyps.
frame_5500,This is a colonoscopy frame from a patient with no polyps.
frame_5501,This is a colonoscopy frame from a patient with no polyps.
frame_5502,This is a colonoscopy frame from a patient with no polyps.
frame_5503,This is a colonoscopy frame from a patient with no polyps.
frame_5504,This is a colonoscopy frame from a patient with no polyps.
frame_5505,This is a colonoscopy frame from a patient with no polyps.
frame_5506,This is a colonoscopy frame from a patient with no polyps.
frame_5507,This is a colonoscopy frame from a patient with no polyps.
frame_5508,This is a colonoscopy frame from a patient with no polyps.
frame_5509,This is a colonoscopy frame from a patient with no polyps.
frame_5510,This is a colonoscopy frame from a patient with no polyps.
frame_5511,This is a colonoscopy frame from a patient with no polyps.
frame_5512,This is a colonoscopy frame from a patient with no polyps.
frame_5513,This is a colonoscopy frame from a patient with no polyps.
frame_5514,This is a colonoscopy frame from a patient with no polyps.
frame_5515,This is a colonoscopy frame from a patient with no polyps.
frame_5516,This is a colonoscopy frame from a patient with no polyps.
frame_5517,This is a colonoscopy frame from a patient with no polyps.
frame_5518,This is a colonoscopy frame from a patient with no polyps.
frame_5519,This is a colonoscopy frame from a patient with no polyps.
frame_5520,This is a colonoscopy frame from a patient with no polyps.
frame_5521,This is a colonoscopy frame from a patient with no polyps.
frame_5522,This is a colonoscopy frame from a patient with no polyps.
frame_5523,This is a colonoscopy frame from a patient with no polyps.
frame_5524,This is a colonoscopy frame from a patient with no polyps.
frame_5525,This is a colonoscopy frame from a patient with no polyps.
frame_5526,This is a colonoscopy frame from a patient with no polyps.
frame_5527,This is a colonoscopy frame from a patient with no polyps.
frame_5528,This is a colonoscopy frame from a patient with no polyps.
frame_5529,This is a colonoscopy frame from a patient with no polyps.
frame_5530,This is a colonoscopy frame from a patient with no polyps.
frame_5531,This is a colonoscopy frame from a patient with no polyps.
frame_5532,This is a colonoscopy frame from a patient with no polyps.
frame_5533,This is a colonoscopy frame from a patient with no polyps.
frame_5534,This is a colonoscopy frame from a patient with no polyps.
frame_5535,This is a colonoscopy frame from a patient with no polyps.
frame_5536,This is a colonoscopy frame from a patient with no polyps.
frame_5537,This is a colonoscopy frame from a patient with no polyps.
frame_5538,This is a colonoscopy frame from a patient with no polyps.
frame_5539,This is a colonoscopy frame from a patient with no polyps.
frame_5540,This is a colonoscopy frame from a patient with no polyps.
frame_5541,This is a colonoscopy frame from a patient with no polyps.
frame_5542,This is a colonoscopy frame from a patient with no polyps.
frame_5543,This is a colonoscopy frame from a patient with no polyps.
frame_5544,This is a colonoscopy frame from a patient with no polyps.
frame_5545,This is a colonoscopy frame from a patient with no polyps.
frame_5546,This is a colonoscopy frame from a patient with no polyps.
frame_5547,This is a colonoscopy frame from a patient with no polyps.
frame_5548,This is a colonoscopy frame from a patient with no polyps.
frame_5549,This is a colonoscopy frame from a patient with no polyps.
frame_5550,This is a colonoscopy frame from a patient with no polyps.
frame_5551,This is a colonoscopy frame from a patient with no polyps.
frame_5552,This is a colonoscopy frame from a patient with no polyps.
frame_5553,This is a colonoscopy frame from a patient with no polyps.
frame_5554,This is a colonoscopy frame from a patient with no polyps.
frame_5555,This is a colonoscopy frame from a patient with no polyps.
frame_5556,This is a colonoscopy frame from a patient with no polyps.
frame_5557,This is a colonoscopy frame from a patient with no polyps.
frame_5558,This is a colonoscopy frame from a patient with no polyps.
frame_5559,This is a colonoscopy frame from a patient with no polyps.
frame_5560,This is a colonoscopy frame from a patient with no polyps.
frame_5561,This is a colonoscopy frame from a patient with no polyps.
frame_5562,This is a colonoscopy frame from a patient with no polyps.
frame_5563,This is a colonoscopy frame from a patient with no polyps.
frame_5564,This is a colonoscopy frame from a patient with no polyps.
frame_5565,This is a colonoscopy frame from a patient with no polyps.
frame_5566,This is a colonoscopy frame from a patient with no polyps.
frame_5567,This is a colonoscopy frame from a patient with no polyps.
frame_5568,This is a colonoscopy frame from a patient with no polyps.
frame_5569,This is a colonoscopy frame from a patient with no polyps.
frame_5570,This is a colonoscopy frame from a patient with no polyps.
frame_5571,This is a colonoscopy frame from a patient with no polyps.
frame_5572,This is a colonoscopy frame from a patient with no polyps.
frame_5573,This is a colonoscopy frame from a patient with no polyps.
frame_5574,This is a colonoscopy frame from a patient with no polyps.
frame_5575,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_5576,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_5577,This is a colonoscopy frame from a patient with no polyps.
frame_5578,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_5579,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_5580,This is a colonoscopy frame from a patient with no polyps.
frame_5581,This is a colonoscopy frame from a patient with no polyps.
frame_5582,This is a colonoscopy frame from a patient with no polyps.
frame_5583,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_5584,This is a colonoscopy frame from a patient with no polyps.
frame_5585,This is a colonoscopy frame from a patient with no polyps.
frame_5586,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_5587,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5588,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5589,This is a colonoscopy frame from a patient with no polyps.
frame_5590,This is a colonoscopy frame from a patient with no polyps.
frame_5591,This is a colonoscopy frame from a patient with no polyps.
frame_5592,This is a colonoscopy frame from a patient with no polyps.
frame_5593,This is a colonoscopy frame from a patient with no polyps.
frame_5594,This is a colonoscopy frame from a patient with no polyps.
frame_5595,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5596,This is a colonoscopy frame from a patient with no polyps.
frame_5597,This is a colonoscopy frame from a patient with no polyps.
frame_5598,This is a colonoscopy frame from a patient with no polyps.
frame_5599,This is a colonoscopy frame from a patient with no polyps.
frame_5600,This is a colonoscopy frame from a patient with no polyps.
frame_5601,This is a colonoscopy frame from a patient with no polyps.
frame_5602,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_5603,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_5604,This is a colonoscopy frame from a patient with no polyps.
frame_5605,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_5606,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_5607,This is a colonoscopy frame from a patient with no polyps.
frame_5608,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5609,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5610,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_5611,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the rectum.
frame_5612,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the rectum.
frame_5613,This is a colonoscopy frame from a patient with a pedunculated adenoma polyp measuring 15 mm located in the sigmoid colon.
frame_5614,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5615,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5616,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5617,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_5618,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_5619,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the rectum.
frame_5620,This is a colonoscopy frame from a patient with no polyps.
frame_5621,This is a colonoscopy frame from a patient with no polyps.
frame_5622,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5623,This is a colonoscopy frame from a patient with no polyps.
frame_5624,This is a colonoscopy frame from a patient with no polyps.
frame_5625,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_5626,This is a colonoscopy frame from a patient with no polyps.
frame_5627,This is a colonoscopy frame from a patient with no polyps.
frame_5628,This is a colonoscopy frame from a patient with no polyps.
frame_5629,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 5 mm located in the transverse colon.
frame_5630,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 5 mm located in the transverse colon.
frame_5631,This is a colonoscopy frame from a patient with no polyps.
frame_5632,This is a colonoscopy frame from a patient with no polyps.
frame_5633,This is a colonoscopy frame from a patient with no polyps.
frame_5634,This is a colonoscopy frame from a patient with no polyps.
frame_5635,This is a colonoscopy frame from a patient with no polyps.
frame_5636,This is a colonoscopy frame from a patient with no polyps.
frame_5637,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 5 mm located in the transverse colon.
frame_5638,This is a colonoscopy frame from a patient with no polyps.
frame_5639,This is a colonoscopy frame from a patient with no polyps.
frame_5640,This is a colonoscopy frame from a patient with no polyps.
frame_5641,This is a colonoscopy frame from a patient with no polyps.
frame_5642,This is a colonoscopy frame from a patient with no polyps.
frame_5643,This is a colonoscopy frame from a patient with no polyps.
frame_5644,This is a colonoscopy frame from a patient with no polyps.
frame_5645,This is a colonoscopy frame from a patient with no polyps.
frame_5646,This is a colonoscopy frame from a patient with no polyps.
frame_5647,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 15 mm located in the rectum.
frame_5648,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 15 mm located in the rectum.
frame_5649,This is a colonoscopy frame from a patient with no polyps.
frame_5650,This is a colonoscopy frame from a patient with no polyps.
frame_5651,This is a colonoscopy frame from a patient with no polyps.
frame_5652,This is a colonoscopy frame from a patient with no polyps.
frame_5653,This is a colonoscopy frame from a patient with no polyps.
frame_5654,This is a colonoscopy frame from a patient with no polyps.
frame_5655,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 15 mm located in the rectum.
frame_5656,This is a colonoscopy frame from a patient with no polyps.
frame_5657,This is a colonoscopy frame from a patient with no polyps.
frame_5658,This is a colonoscopy frame from a patient with no polyps.
frame_5659,This is a colonoscopy frame from a patient with no polyps.
frame_5660,This is a colonoscopy frame from a patient with no polyps.
frame_5661,This is a colonoscopy frame from a patient with no polyps.
frame_5662,This is a colonoscopy frame from a patient with no polyps.
frame_5663,This is a colonoscopy frame from a patient with no polyps.
frame_5664,This is a colonoscopy frame from a patient with no polyps.
frame_5665,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 5 mm located in the ascending colon.
frame_5666,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 5 mm located in the ascending colon.
frame_5667,This is a colonoscopy frame from a patient with no polyps.
frame_5668,This is a colonoscopy frame from a patient with no polyps.
frame_5669,This is a colonoscopy frame from a patient with no polyps.
frame_5670,This is a colonoscopy frame from a patient with no polyps.
frame_5671,This is a colonoscopy frame from a patient with no polyps.
frame_5672,This is a colonoscopy frame from a patient with no polyps.
frame_5673,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 5 mm located in the ascending colon.
frame_5674,This is a colonoscopy frame from a patient with no polyps.
frame_5675,This is a colonoscopy frame from a patient with no polyps.
frame_5676,This is a colonoscopy frame from a patient with no polyps.
frame_5677,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5678,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5679,This is a colonoscopy frame from a patient with no polyps.
frame_5680,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5681,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5682,This is a colonoscopy frame from a patient with no polyps.
frame_5683,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 7 mm located in the transverse colon.
frame_5684,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 7 mm located in the transverse colon.
frame_5685,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5686,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5687,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5688,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5689,This is a colonoscopy frame from a patient with no polyps.
frame_5690,This is a colonoscopy frame from a patient with no polyps.
frame_5691,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 7 mm located in the transverse colon.
frame_5692,This is a colonoscopy frame from a patient with no polyps.
frame_5693,This is a colonoscopy frame from a patient with no polyps.
frame_5694,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5695,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5696,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5697,This is a colonoscopy frame from a patient with no polyps.
frame_5698,This is a colonoscopy frame from a patient with no polyps.
frame_5699,This is a colonoscopy frame from a patient with no polyps.
frame_5700,This is a colonoscopy frame from a patient with no polyps.
frame_5701,This is a colonoscopy frame from a patient with no polyps.
frame_5702,This is a colonoscopy frame from a patient with no polyps.
frame_5703,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5704,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the transverse colon.
frame_5705,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the transverse colon.
frame_5706,This is a colonoscopy frame from a patient with no polyps.
frame_5707,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5708,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5709,This is a colonoscopy frame from a patient with no polyps.
frame_5710,This is a colonoscopy frame from a patient with a subpedunculated adenoma polyp measuring 12 mm located in the sigmoid colon.
frame_5711,This is a colonoscopy frame from a patient with a subpedunculated adenoma polyp measuring 12 mm located in the sigmoid colon.
frame_5712,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the transverse colon.
frame_5713,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5714,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5715,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5716,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5717,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5718,This is a colonoscopy frame from a patient with a subpedunculated adenoma polyp measuring 12 mm located in the sigmoid colon.
frame_5719,This is a colonoscopy frame from a patient with a subpedunculated adenoma polyp measuring 12 mm located in the sigmoid colon.
frame_5720,This is a colonoscopy frame from a patient with a subpedunculated adenoma polyp measuring 12 mm located in the sigmoid colon.
frame_5721,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_5722,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5723,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5724,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5725,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5726,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5727,This is a colonoscopy frame from a patient with a subpedunculated adenoma polyp measuring 12 mm located in the sigmoid colon.
frame_5728,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5729,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5730,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5731,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5732,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5733,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5734,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5735,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5736,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5737,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5738,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5739,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5740,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5741,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5742,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5743,This is a colonoscopy frame from a patient with no polyps.
frame_5744,This is a colonoscopy frame from a patient with no polyps.
frame_5745,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5746,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5747,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5748,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5749,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5750,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5751,This is a colonoscopy frame from a patient with no polyps.
frame_5752,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5753,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5754,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5755,This is a colonoscopy frame from a patient with no polyps.
frame_5756,This is a colonoscopy frame from a patient with no polyps.
frame_5757,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5758,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5759,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5760,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5761,This is a colonoscopy frame from a patient with no polyps.
frame_5762,This is a colonoscopy frame from a patient with no polyps.
frame_5763,This is a colonoscopy frame from a patient with no polyps.
frame_5764,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5765,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5766,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5767,This is a colonoscopy frame from a patient with no polyps.
frame_5768,This is a colonoscopy frame from a patient with no polyps.
frame_5769,This is a colonoscopy frame from a patient with no polyps.
frame_5770,This is a colonoscopy frame from a patient with no polyps.
frame_5771,This is a colonoscopy frame from a patient with no polyps.
frame_5772,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5773,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5774,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5775,This is a colonoscopy frame from a patient with no polyps.
frame_5776,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5777,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5778,This is a colonoscopy frame from a patient with no polyps.
frame_5779,This is a colonoscopy frame from a patient with no polyps.
frame_5780,This is a colonoscopy frame from a patient with no polyps.
frame_5781,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5782,This is a colonoscopy frame from a patient with no polyps.
frame_5783,This is a colonoscopy frame from a patient with no polyps.
frame_5784,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5785,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5786,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5787,This is a colonoscopy frame from a patient with no polyps.
frame_5788,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5789,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5790,This is a colonoscopy frame from a patient with no polyps.
frame_5791,This is a colonoscopy frame from a patient with no polyps.
frame_5792,This is a colonoscopy frame from a patient with no polyps.
frame_5793,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5794,This is a colonoscopy frame from a patient with no polyps.
frame_5795,This is a colonoscopy frame from a patient with no polyps.
frame_5796,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5797,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5798,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5799,This is a colonoscopy frame from a patient with no polyps.
frame_5800,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5801,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5802,This is a colonoscopy frame from a patient with no polyps.
frame_5803,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5804,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5805,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_5806,This is a colonoscopy frame from a patient with no polyps.
frame_5807,This is a colonoscopy frame from a patient with no polyps.
frame_5808,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5809,This is a colonoscopy frame from a patient with no polyps.
frame_5810,This is a colonoscopy frame from a patient with no polyps.
frame_5811,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_5812,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_5813,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_5814,This is a colonoscopy frame from a patient with no polyps.
frame_5815,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5816,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5817,This is a colonoscopy frame from a patient with no polyps.
frame_5818,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_5819,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_5820,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_5821,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5822,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5823,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5824,This is a colonoscopy frame from a patient with no polyps.
frame_5825,This is a colonoscopy frame from a patient with no polyps.
frame_5826,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_5827,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5828,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5829,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5830,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the transverse colon.
frame_5831,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the transverse colon.
frame_5832,This is a colonoscopy frame from a patient with no polyps.
frame_5833,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5834,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5835,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5836,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5837,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5838,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the transverse colon.
frame_5839,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_5840,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_5841,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_5842,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_5843,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_5844,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5845,This is a colonoscopy frame from a patient with no polyps.
frame_5846,This is a colonoscopy frame from a patient with no polyps.
frame_5847,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_5848,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5849,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_5850,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_5851,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
