frame,reporte_medico
frame_2509,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2510,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2511,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2512,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2513,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_2514,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2515,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2516,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_2517,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2518,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2519,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2520,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2521,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_2522,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_2523,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2524,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2525,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2526,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2527,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2528,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2529,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2530,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2531,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the transverse colon.
frame_2532,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the sigmoid colon.
frame_2533,This is a colonoscopy frame from a patient with no polyps.
frame_2534,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2535,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2536,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2537,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2538,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2539,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2540,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2541,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2542,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2543,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2544,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2545,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2546,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2547,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2548,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2549,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2550,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2551,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2552,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2553,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2554,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2555,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2556,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2557,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2558,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2559,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2560,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2561,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2562,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2563,This is a colonoscopy frame from a patient with no polyps.
frame_2564,This is a colonoscopy frame from a patient with no polyps.
frame_2565,This is a colonoscopy frame from a patient with no polyps.
frame_2566,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2567,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2568,This is a colonoscopy frame from a patient with no polyps.
frame_2569,This is a colonoscopy frame from a patient with no polyps.
frame_2570,This is a colonoscopy frame from a patient with no polyps.
frame_2571,This is a colonoscopy frame from a patient with no polyps.
frame_2572,This is a colonoscopy frame from a patient with no polyps.
frame_2573,This is a colonoscopy frame from a patient with no polyps.
frame_2574,This is a colonoscopy frame from a patient with no polyps.
frame_2575,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2576,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2577,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_2578,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2579,This is a colonoscopy frame from a patient with no polyps.
frame_2580,This is a colonoscopy frame from a patient with no polyps.
frame_2581,This is a colonoscopy frame from a patient with no polyps.
frame_2582,This is a colonoscopy frame from a patient with no polyps.
frame_2583,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2584,This is a colonoscopy frame from a patient with no polyps.
frame_2585,This is a colonoscopy frame from a patient with no polyps.
frame_2586,This is a colonoscopy frame from a patient with no polyps.
frame_2587,This is a colonoscopy frame from a patient with no polyps.
frame_2588,This is a colonoscopy frame from a patient with no polyps.
frame_2589,This is a colonoscopy frame from a patient with no polyps.
frame_2590,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2591,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2592,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2593,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2594,This is a colonoscopy frame from a patient with no polyps.
frame_2595,This is a colonoscopy frame from a patient with no polyps.
frame_2596,This is a colonoscopy frame from a patient with no polyps.
frame_2597,This is a colonoscopy frame from a patient with no polyps.
frame_2598,This is a colonoscopy frame from a patient with no polyps.
frame_2599,This is a colonoscopy frame from a patient with no polyps.
frame_2600,This is a colonoscopy frame from a patient with no polyps.
frame_2601,This is a colonoscopy frame from a patient with no polyps.
frame_2602,This is a colonoscopy frame from a patient with no polyps.
frame_2603,This is a colonoscopy frame from a patient with no polyps.
frame_2604,This is a colonoscopy frame from a patient with no polyps.
frame_2605,This is a colonoscopy frame from a patient with no polyps.
frame_2606,This is a colonoscopy frame from a patient with no polyps.
frame_2607,This is a colonoscopy frame from a patient with no polyps.
frame_2608,This is a colonoscopy frame from a patient with no polyps.
frame_2609,This is a colonoscopy frame from a patient with no polyps.
frame_2610,This is a colonoscopy frame from a patient with no polyps.
frame_2611,This is a colonoscopy frame from a patient with no polyps.
frame_2612,This is a colonoscopy frame from a patient with no polyps.
frame_2613,This is a colonoscopy frame from a patient with no polyps.
frame_2614,This is a colonoscopy frame from a patient with no polyps.
frame_2615,This is a colonoscopy frame from a patient with no polyps.
frame_2616,This is a colonoscopy frame from a patient with no polyps.
frame_2617,This is a colonoscopy frame from a patient with no polyps.
frame_2618,This is a colonoscopy frame from a patient with no polyps.
frame_2619,This is a colonoscopy frame from a patient with no polyps.
frame_2620,This is a colonoscopy frame from a patient with no polyps.
frame_2621,This is a colonoscopy frame from a patient with no polyps.
frame_2622,This is a colonoscopy frame from a patient with no polyps.
frame_2623,This is a colonoscopy frame from a patient with no polyps.
frame_2624,This is a colonoscopy frame from a patient with no polyps.
frame_2625,This is a colonoscopy frame from a patient with no polyps.
frame_2626,This is a colonoscopy frame from a patient with no polyps.
frame_2627,This is a colonoscopy frame from a patient with no polyps.
frame_2628,This is a colonoscopy frame from a patient with no polyps.
frame_2629,This is a colonoscopy frame from a patient with no polyps.
frame_2630,This is a colonoscopy frame from a patient with no polyps.
frame_2631,This is a colonoscopy frame from a patient with no polyps.
frame_2632,This is a colonoscopy frame from a patient with no polyps.
frame_2633,This is a colonoscopy frame from a patient with no polyps.
frame_2634,This is a colonoscopy frame from a patient with no polyps.
frame_2635,This is a colonoscopy frame from a patient with no polyps.
frame_2636,This is a colonoscopy frame from a patient with no polyps.
frame_2637,This is a colonoscopy frame from a patient with no polyps.
frame_2638,This is a colonoscopy frame from a patient with no polyps.
frame_2639,This is a colonoscopy frame from a patient with no polyps.
frame_2640,This is a colonoscopy frame from a patient with no polyps.
frame_2641,This is a colonoscopy frame from a patient with no polyps.
frame_2642,This is a colonoscopy frame from a patient with no polyps.
frame_2643,This is a colonoscopy frame from a patient with no polyps.
frame_2644,This is a colonoscopy frame from a patient with no polyps.
frame_2645,This is a colonoscopy frame from a patient with no polyps.
frame_2646,This is a colonoscopy frame from a patient with no polyps.
frame_2647,This is a colonoscopy frame from a patient with no polyps.
frame_2648,This is a colonoscopy frame from a patient with no polyps.
frame_2649,This is a colonoscopy frame from a patient with no polyps.
frame_2650,This is a colonoscopy frame from a patient with no polyps.
frame_2651,This is a colonoscopy frame from a patient with no polyps.
frame_2652,This is a colonoscopy frame from a patient with no polyps.
frame_2653,This is a colonoscopy frame from a patient with no polyps.
frame_2654,This is a colonoscopy frame from a patient with no polyps.
frame_2655,This is a colonoscopy frame from a patient with no polyps.
frame_2656,This is a colonoscopy frame from a patient with no polyps.
frame_2657,This is a colonoscopy frame from a patient with no polyps.
frame_2658,This is a colonoscopy frame from a patient with no polyps.
frame_2659,This is a colonoscopy frame from a patient with no polyps.
frame_2660,This is a colonoscopy frame from a patient with no polyps.
frame_2661,This is a colonoscopy frame from a patient with no polyps.
frame_2662,This is a colonoscopy frame from a patient with no polyps.
frame_2663,This is a colonoscopy frame from a patient with no polyps.
frame_2664,This is a colonoscopy frame from a patient with no polyps.
frame_2665,This is a colonoscopy frame from a patient with no polyps.
frame_2666,This is a colonoscopy frame from a patient with no polyps.
frame_2667,This is a colonoscopy frame from a patient with no polyps.
frame_2668,This is a colonoscopy frame from a patient with no polyps.
frame_2669,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_2670,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_2671,This is a colonoscopy frame from a patient with no polyps.
frame_2672,This is a colonoscopy frame from a patient with no polyps.
frame_2673,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_2674,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_2675,This is a colonoscopy frame from a patient with no polyps.
frame_2676,This is a colonoscopy frame from a patient with no polyps.
frame_2677,This is a colonoscopy frame from a patient with no polyps.
frame_2678,This is a colonoscopy frame from a patient with no polyps.
frame_2679,This is a colonoscopy frame from a patient with no polyps.
frame_2680,This is a colonoscopy frame from a patient with no polyps.
frame_2681,This is a colonoscopy frame from a patient with no polyps.
frame_2682,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_2683,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_2684,This is a colonoscopy frame from a patient with no polyps.
frame_2685,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_2686,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_2687,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_2688,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_2689,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_2690,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_2691,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2692,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2693,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_2694,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_2695,This is a colonoscopy frame from a patient with no polyps.
frame_2696,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2697,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2698,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2699,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_2700,This is a colonoscopy frame from a patient with no polyps.
frame_2701,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_2702,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2703,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2704,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2705,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2706,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the rectum.
frame_2707,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the rectum.
frame_2708,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_2709,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2710,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2711,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2712,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2713,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_2714,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2715,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_2716,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2717,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the rectum.
frame_2718,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_2719,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the rectum.
frame_2720,This is a colonoscopy frame from a patient with no polyps.
frame_2721,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_2722,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_2723,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2724,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the ascending colon.
frame_2725,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2726,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_2727,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2728,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2729,This is a colonoscopy frame from a patient with no polyps.
frame_2730,This is a colonoscopy frame from a patient with no polyps.
frame_2731,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_2732,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2733,This is a colonoscopy frame from a patient with a sessile hyperplastic polyp measuring 5 mm located in the ascending colon.
frame_2734,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2735,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2736,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2737,This is a colonoscopy frame from a patient with no polyps.
frame_2738,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_2739,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2740,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_2741,This is a colonoscopy frame from a patient with no polyps.
frame_2742,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the rectum.
frame_2743,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_2744,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2745,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_2746,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_2747,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_2748,This is a colonoscopy frame from a patient with no polyps.
frame_2749,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2750,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the rectum.
frame_2751,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the rectum.
frame_2752,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2753,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_2754,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2755,This is a colonoscopy frame from a patient with no polyps.
frame_2756,This is a colonoscopy frame from a patient with no polyps.
frame_2757,This is a colonoscopy frame from a patient with no polyps.
frame_2758,This is a colonoscopy frame from a patient with no polyps.
frame_2759,This is a colonoscopy frame from a patient with no polyps.
frame_2760,This is a colonoscopy frame from a patient with no polyps.
frame_2761,This is a colonoscopy frame from a patient with no polyps.
frame_2762,This is a colonoscopy frame from a patient with no polyps.
frame_2763,This is a colonoscopy frame from a patient with no polyps.
frame_2764,This is a colonoscopy frame from a patient with no polyps.
frame_2765,This is a colonoscopy frame from a patient with no polyps.
frame_2766,This is a colonoscopy frame from a patient with no polyps.
frame_2767,This is a colonoscopy frame from a patient with no polyps.
frame_2768,This is a colonoscopy frame from a patient with no polyps.
frame_2769,This is a colonoscopy frame from a patient with no polyps.
frame_2770,This is a colonoscopy frame from a patient with no polyps.
frame_2771,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the descending colon.
frame_2772,This is a colonoscopy frame from a patient with no polyps.
frame_2773,This is a colonoscopy frame from a patient with no polyps.
frame_2774,This is a colonoscopy frame from a patient with no polyps.
frame_2775,This is a colonoscopy frame from a patient with no polyps.
frame_2776,This is a colonoscopy frame from a patient with no polyps.
frame_2777,This is a colonoscopy frame from a patient with no polyps.
frame_2778,This is a colonoscopy frame from a patient with no polyps.
frame_2779,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_2780,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2781,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_2782,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 3 mm located in the transverse colon.
frame_2783,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_2784,This is a colonoscopy frame from a patient with no polyps.
frame_2785,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_2786,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2787,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the ascending colon.
frame_2788,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2789,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2790,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2791,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2792,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2793,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2794,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2795,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2796,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2797,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2798,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2799,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2800,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the transverse colon.
frame_2801,This is a colonoscopy frame from a patient with no polyps.
frame_2802,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2803,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2804,This is a colonoscopy frame from a patient with no polyps.
frame_2805,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2806,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2807,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2808,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2809,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2810,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2811,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2812,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2813,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2814,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2815,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_2816,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2817,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 10 mm located in the ascending colon.
frame_2818,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2819,This is a colonoscopy frame from a patient with no polyps.
frame_2820,This is a colonoscopy frame from a patient with no polyps.
frame_2821,This is a colonoscopy frame from a patient with no polyps.
frame_2822,This is a colonoscopy frame from a patient with no polyps.
frame_2823,This is a colonoscopy frame from a patient with no polyps.
frame_2824,This is a colonoscopy frame from a patient with no polyps.
frame_2825,This is a colonoscopy frame from a patient with no polyps.
frame_2826,This is a colonoscopy frame from a patient with no polyps.
frame_2827,This is a colonoscopy frame from a patient with no polyps.
frame_2828,This is a colonoscopy frame from a patient with no polyps.
frame_2829,This is a colonoscopy frame from a patient with no polyps.
frame_2830,This is a colonoscopy frame from a patient with no polyps.
frame_2831,This is a colonoscopy frame from a patient with no polyps.
frame_2832,This is a colonoscopy frame from a patient with no polyps.
frame_2833,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2834,This is a colonoscopy frame from a patient with no polyps.
frame_2835,This is a colonoscopy frame from a patient with no polyps.
frame_2836,This is a colonoscopy frame from a patient with no polyps.
frame_2837,This is a colonoscopy frame from a patient with no polyps.
frame_2838,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2839,This is a colonoscopy frame from a patient with no polyps.
frame_2840,This is a colonoscopy frame from a patient with no polyps.
frame_2841,This is a colonoscopy frame from a patient with no polyps.
frame_2842,This is a colonoscopy frame from a patient with no polyps.
frame_2843,This is a colonoscopy frame from a patient with no polyps.
frame_2844,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_2845,This is a colonoscopy frame from a patient with no polyps.
frame_2846,This is a colonoscopy frame from a patient with no polyps.
frame_2847,This is a colonoscopy frame from a patient with no polyps.
frame_2848,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the rectum.
frame_2849,This is a colonoscopy frame from a patient with no polyps.
frame_2850,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the rectum.
frame_2851,This is a colonoscopy frame from a patient with no polyps.
frame_2852,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
